,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
3852,7/19/2016,Tuesday,28,13,4,11,99,none
3853,7/20/2016,Wednesday,12,27,67,42,87,promotion
3854,7/21/2016,Thursday,41,47,11,70,65,promotion
3855,7/22/2016,Friday,1,16,110,39,93,promotion
3856,7/23/2016,Saturday,34,41,81,47,97,promotion
3857,7/24/2016,Sunday,26,38,60,5,36,none
3858,7/25/2016,Monday,15,16,3,33,35,none
3859,7/26/2016,Tuesday,49,36,71,49,80,promotion
3860,7/27/2016,Wednesday,35,22,61,34,50,promotion
3861,7/28/2016,Thursday,41,30,113,6,89,promotion
3862,7/29/2016,Friday,44,23,61,6,93,promotion
3863,7/30/2016,Saturday,39,59,96,52,7,promotion
3864,7/31/2016,Sunday,20,46,29,73,17,none
3865,8/1/2016,Monday,43,39,118,40,73,promotion
3866,8/2/2016,Tuesday,35,4,57,16,82,none
3867,8/3/2016,Wednesday,39,26,85,32,58,promotion
3868,8/4/2016,Thursday,22,16,7,55,35,none
3869,8/5/2016,Friday,21,26,18,37,67,none
3870,8/6/2016,Saturday,27,4,52,37,9,none
3871,8/7/2016,Sunday,36,59,21,72,76,promotion
3872,8/8/2016,Monday,28,46,92,67,49,promotion
3873,8/9/2016,Tuesday,4,21,19,51,57,none
3874,8/10/2016,Wednesday,26,58,115,69,72,promotion
3875,8/11/2016,Thursday,8,45,70,5,90,promotion
3876,8/12/2016,Friday,5,24,84,9,56,none
3877,8/13/2016,Saturday,5,4,50,12,85,none
3878,8/14/2016,Sunday,10,24,2,58,39,none
3879,8/15/2016,Monday,5,34,16,8,49,none
3880,8/16/2016,Tuesday,34,4,81,30,88,promotion
3881,8/17/2016,Wednesday,11,10,14,54,99,none
3882,8/18/2016,Thursday,24,31,73,33,2,none
3883,8/19/2016,Friday,49,16,43,18,88,promotion
3884,8/20/2016,Saturday,33,1,102,14,59,promotion
3885,8/21/2016,Sunday,14,16,116,5,5,none
3886,8/22/2016,Monday,22,40,5,41,42,none
3887,8/23/2016,Tuesday,29,27,31,38,14,none
3888,8/24/2016,Wednesday,24,25,39,73,45,promotion
3889,8/25/2016,Thursday,49,48,71,67,15,promotion
3890,8/26/2016,Friday,6,27,116,71,99,promotion
3891,8/27/2016,Saturday,3,51,50,48,33,none
3892,8/28/2016,Sunday,1,3,44,64,49,none
3893,8/29/2016,Monday,10,10,90,49,57,promotion
3894,8/30/2016,Tuesday,8,58,33,74,98,promotion
3895,8/31/2016,Wednesday,30,35,96,64,17,promotion
3896,9/1/2016,Thursday,22,33,43,53,3,none
3897,9/2/2016,Friday,17,13,62,23,71,none
3898,9/3/2016,Saturday,15,22,118,71,21,promotion
3899,9/4/2016,Sunday,20,3,66,17,40,none
3900,9/5/2016,Monday,38,30,92,14,39,promotion
3901,9/6/2016,Tuesday,27,9,65,17,3,none
3902,9/7/2016,Wednesday,13,21,61,68,51,promotion
3903,9/8/2016,Thursday,16,58,1,67,10,none
3904,9/9/2016,Friday,20,33,16,55,91,promotion
3905,9/10/2016,Saturday,19,58,1,50,63,none
3906,9/11/2016,Sunday,43,29,99,12,40,promotion
3907,9/12/2016,Monday,3,36,104,14,20,none
3908,9/13/2016,Tuesday,17,1,27,18,77,none
3909,9/14/2016,Wednesday,12,54,98,43,2,promotion
3910,9/15/2016,Thursday,36,47,114,8,25,promotion
3911,9/16/2016,Friday,10,52,2,62,92,promotion
3912,9/17/2016,Saturday,10,11,61,56,65,promotion
3913,9/18/2016,Sunday,31,4,96,50,11,none
3914,9/19/2016,Monday,23,47,27,59,36,none
3915,9/20/2016,Tuesday,43,2,36,66,68,promotion
3916,9/21/2016,Wednesday,21,26,43,58,26,none
3917,9/22/2016,Thursday,42,13,92,32,28,promotion
3918,9/23/2016,Friday,20,11,85,35,55,promotion
3919,9/24/2016,Saturday,5,58,61,2,90,promotion
3920,9/25/2016,Sunday,47,49,20,22,12,none
3921,9/26/2016,Monday,16,23,84,5,81,promotion
3922,9/27/2016,Tuesday,34,46,10,51,87,promotion
3923,9/28/2016,Wednesday,1,30,70,24,64,none
3924,9/29/2016,Thursday,48,11,48,1,9,none
3925,9/30/2016,Friday,16,57,63,4,99,promotion
3926,10/1/2016,Saturday,14,51,3,62,21,none
3927,10/2/2016,Sunday,10,48,96,64,57,promotion
3928,10/3/2016,Monday,43,4,12,60,65,none
3929,10/4/2016,Tuesday,11,56,114,36,94,promotion
3930,10/5/2016,Wednesday,40,33,18,39,60,none
3931,10/6/2016,Thursday,35,37,69,52,96,promotion
3932,10/7/2016,Friday,40,10,80,34,28,none
3933,10/8/2016,Saturday,49,52,58,18,39,promotion
3934,10/9/2016,Sunday,45,34,2,48,76,promotion
3935,10/10/2016,Monday,45,36,1,51,47,none
3936,10/11/2016,Tuesday,43,42,4,54,9,none
3937,10/12/2016,Wednesday,2,6,57,52,41,none
3938,10/13/2016,Thursday,9,31,67,72,35,promotion
3939,10/14/2016,Friday,1,44,71,68,9,none
3940,10/15/2016,Saturday,12,34,65,59,52,promotion
3941,10/16/2016,Sunday,27,6,67,18,30,none
3942,10/17/2016,Monday,31,29,79,47,62,promotion
3943,10/18/2016,Tuesday,44,10,119,34,88,promotion
3944,10/19/2016,Wednesday,43,38,35,66,93,promotion
3945,10/20/2016,Thursday,20,44,109,66,37,promotion
3946,10/21/2016,Friday,22,46,96,61,48,promotion
3947,10/22/2016,Saturday,48,31,61,40,86,promotion
3948,10/23/2016,Sunday,2,32,31,44,24,none
3949,10/24/2016,Monday,19,58,94,38,31,promotion
3950,10/25/2016,Tuesday,29,2,18,3,38,none
3951,10/26/2016,Wednesday,12,19,69,71,26,none
3952,10/27/2016,Thursday,40,56,65,41,45,promotion
3953,10/28/2016,Friday,10,4,68,29,5,none
3954,10/29/2016,Saturday,25,6,56,25,21,none
3955,10/30/2016,Sunday,5,18,60,20,93,none
3956,10/31/2016,Monday,27,39,102,41,26,promotion
3957,11/1/2016,Tuesday,44,28,88,16,69,promotion
3958,11/2/2016,Wednesday,22,43,4,27,80,none
3959,11/3/2016,Thursday,15,8,104,52,3,none
3960,11/4/2016,Friday,30,56,7,28,72,none
3961,11/5/2016,Saturday,2,44,74,61,49,promotion
3962,11/6/2016,Sunday,15,44,17,58,67,promotion
3963,11/7/2016,Monday,1,55,20,65,96,promotion
3964,11/8/2016,Tuesday,16,41,84,28,27,none
3965,11/9/2016,Wednesday,34,32,21,42,64,none
3966,11/10/2016,Thursday,33,58,106,33,7,promotion
3967,11/11/2016,Friday,38,55,66,73,3,promotion
3968,11/12/2016,Saturday,6,33,31,12,90,none
3969,11/13/2016,Sunday,31,34,53,52,60,promotion
3970,11/14/2016,Monday,42,42,96,72,16,promotion
3971,11/15/2016,Tuesday,48,27,40,49,28,none
3972,11/16/2016,Wednesday,10,49,28,18,28,none
3973,11/17/2016,Thursday,8,31,33,72,93,promotion
3974,11/18/2016,Friday,31,25,86,13,90,promotion
3975,11/19/2016,Saturday,22,40,110,24,65,promotion
3976,11/20/2016,Sunday,31,45,37,22,39,none
3977,11/21/2016,Monday,42,59,2,28,60,none
3978,11/22/2016,Tuesday,9,54,104,37,12,promotion
3979,11/23/2016,Wednesday,2,18,4,54,22,none
3980,11/24/2016,Thursday,46,18,43,67,7,none
3981,11/25/2016,Friday,22,45,21,11,48,none
3982,11/26/2016,Saturday,9,34,108,37,26,promotion
3983,11/27/2016,Sunday,46,57,86,41,20,promotion
3984,11/28/2016,Monday,1,6,81,60,51,none
3985,11/29/2016,Tuesday,28,47,11,73,4,none
3986,11/30/2016,Wednesday,49,7,65,40,97,promotion
3987,12/1/2016,Thursday,26,40,94,20,19,none
3988,12/2/2016,Friday,30,29,9,21,30,none
3989,12/3/2016,Saturday,8,21,105,6,65,promotion
3990,12/4/2016,Sunday,27,2,78,45,13,none
3991,12/5/2016,Monday,32,18,53,50,45,none
3992,12/6/2016,Tuesday,15,8,5,54,57,none
3993,12/7/2016,Wednesday,20,37,4,52,76,none
3994,12/8/2016,Thursday,9,22,67,4,4,none
3995,12/9/2016,Friday,40,41,3,51,46,none
3996,12/10/2016,Saturday,30,42,6,10,58,none
3997,12/11/2016,Sunday,24,42,51,34,30,none
3998,12/12/2016,Monday,14,21,54,72,27,none
3999,12/13/2016,Tuesday,41,11,42,49,9,none
4000,12/14/2016,Wednesday,2,8,10,4,66,none
4001,12/15/2016,Thursday,26,56,113,28,66,promotion
4002,12/16/2016,Friday,25,9,11,2,71,none
4003,12/17/2016,Saturday,31,50,68,31,89,promotion
4004,12/18/2016,Sunday,42,22,28,27,57,none
4005,12/19/2016,Monday,17,55,104,2,80,promotion
4006,12/20/2016,Tuesday,12,56,92,28,75,promotion
4007,12/21/2016,Wednesday,40,23,24,56,19,none
4008,12/22/2016,Thursday,8,16,34,64,87,promotion
4009,12/23/2016,Friday,39,26,85,74,42,promotion
4010,12/24/2016,Saturday,22,43,8,73,74,promotion
4011,12/25/2016,Sunday,25,34,91,54,72,promotion
4012,12/26/2016,Monday,38,36,87,32,66,promotion
4013,12/27/2016,Tuesday,44,39,8,30,70,none
4014,12/28/2016,Wednesday,37,54,112,24,10,promotion
4015,12/29/2016,Thursday,33,31,99,22,6,none
4016,12/30/2016,Friday,10,45,47,67,48,promotion
4017,12/31/2016,Saturday,41,42,112,3,53,promotion
4018,1/1/2017,Sunday,17,14,111,27,64,promotion
4019,1/2/2017,Monday,36,23,13,63,47,none
4020,1/3/2017,Tuesday,4,36,20,13,84,none
4021,1/4/2017,Wednesday,40,10,84,61,44,promotion
4022,1/5/2017,Thursday,38,45,109,58,93,promotion
4023,1/6/2017,Friday,4,28,109,31,41,promotion
4024,1/7/2017,Saturday,41,31,23,44,83,promotion
4025,1/8/2017,Sunday,36,13,67,6,76,none
4026,1/9/2017,Monday,2,15,79,15,71,none
4027,1/10/2017,Tuesday,4,35,69,22,51,none
4028,1/11/2017,Wednesday,12,35,79,30,20,none
4029,1/12/2017,Thursday,4,13,95,64,74,promotion
4030,1/13/2017,Friday,47,42,95,54,52,promotion
4031,1/14/2017,Saturday,13,49,22,14,60,none
4032,1/15/2017,Sunday,33,34,118,50,98,promotion
4033,1/16/2017,Monday,40,12,81,68,21,promotion
4034,1/17/2017,Tuesday,1,57,19,60,99,promotion
4035,1/18/2017,Wednesday,48,28,97,24,77,promotion
4036,1/19/2017,Thursday,24,55,114,26,62,promotion
4037,1/20/2017,Friday,8,23,82,33,74,promotion
4038,1/21/2017,Saturday,2,37,75,2,93,promotion
4039,1/22/2017,Sunday,35,54,10,52,68,promotion
4040,1/23/2017,Monday,14,43,59,17,81,promotion
4041,1/24/2017,Tuesday,31,56,95,5,47,promotion
4042,1/25/2017,Wednesday,22,3,5,9,14,none
4043,1/26/2017,Thursday,18,27,45,6,49,none
4044,1/27/2017,Friday,24,3,34,65,54,none
4045,1/28/2017,Saturday,36,1,98,58,64,promotion
4046,1/29/2017,Sunday,34,16,16,14,47,none
4047,1/30/2017,Monday,7,59,67,64,54,promotion
4048,1/31/2017,Tuesday,25,21,62,63,84,promotion
4049,2/1/2017,Wednesday,35,50,41,33,34,none
4050,2/2/2017,Thursday,41,44,17,53,17,none
4051,2/3/2017,Friday,39,26,78,29,41,promotion
4052,2/4/2017,Saturday,10,16,22,13,3,none
4053,2/5/2017,Sunday,25,25,76,11,62,none
4054,2/6/2017,Monday,30,4,82,40,16,none
4055,2/7/2017,Tuesday,6,9,115,20,81,promotion
4056,2/8/2017,Wednesday,49,46,112,22,54,promotion
4057,2/9/2017,Thursday,49,21,58,29,12,none
4058,2/10/2017,Friday,26,4,103,23,6,none
4059,2/11/2017,Saturday,5,48,38,32,64,none
4060,2/12/2017,Sunday,47,47,75,7,85,promotion
4061,2/13/2017,Monday,39,59,106,6,80,promotion
4062,2/14/2017,Tuesday,1,20,3,27,62,none
4063,2/15/2017,Wednesday,15,33,88,58,14,promotion
4064,2/16/2017,Thursday,10,49,71,20,28,none
4065,2/17/2017,Friday,37,46,21,44,23,none
4066,2/18/2017,Saturday,48,53,21,14,87,promotion
4067,2/19/2017,Sunday,29,59,62,15,72,promotion
4068,2/20/2017,Monday,16,7,103,12,43,none
4069,2/21/2017,Tuesday,3,17,6,73,24,none
4070,2/22/2017,Wednesday,37,51,50,38,89,promotion
4071,2/23/2017,Thursday,8,51,70,18,98,promotion
4072,2/24/2017,Friday,18,8,118,19,87,promotion
4073,2/25/2017,Saturday,32,24,81,53,5,none
4074,2/26/2017,Sunday,44,21,77,17,38,none
4075,2/27/2017,Monday,42,3,23,48,34,none
4076,2/28/2017,Tuesday,16,58,117,31,46,promotion
4077,3/1/2017,Wednesday,29,32,51,66,41,promotion
4078,3/2/2017,Thursday,43,27,80,19,37,promotion
4079,3/3/2017,Friday,32,47,40,49,22,none
4080,3/4/2017,Saturday,23,7,69,56,93,promotion
4081,3/5/2017,Sunday,24,43,40,61,41,promotion
4082,3/6/2017,Monday,5,14,18,36,61,none
4083,3/7/2017,Tuesday,1,49,49,25,91,promotion
4084,3/8/2017,Wednesday,18,59,96,72,6,promotion
4085,3/9/2017,Thursday,7,51,27,13,82,none
4086,3/10/2017,Friday,5,31,30,74,76,promotion
4087,3/11/2017,Saturday,12,39,12,21,6,none
4088,3/12/2017,Sunday,33,44,103,49,88,promotion
4089,3/13/2017,Monday,17,57,66,7,48,none
4090,3/14/2017,Tuesday,3,38,115,20,30,promotion
4091,3/15/2017,Wednesday,11,46,30,16,2,none
4092,3/16/2017,Thursday,40,49,47,18,53,promotion
4093,3/17/2017,Friday,39,34,108,63,26,promotion
4094,3/18/2017,Saturday,40,24,49,59,56,promotion
4095,3/19/2017,Sunday,1,5,103,13,37,none
4096,3/20/2017,Monday,10,9,52,51,88,promotion
4097,3/21/2017,Tuesday,12,17,4,8,91,none
4098,3/22/2017,Wednesday,45,55,82,24,3,promotion
4099,3/23/2017,Thursday,18,2,63,21,26,none
4100,3/24/2017,Friday,37,52,82,68,77,promotion
4101,3/25/2017,Saturday,42,46,5,57,59,promotion
4102,3/26/2017,Sunday,48,17,83,39,53,promotion
4103,3/27/2017,Monday,6,39,82,6,53,none
4104,3/28/2017,Tuesday,42,49,99,46,23,promotion
4105,3/29/2017,Wednesday,49,59,68,41,76,promotion
4106,3/30/2017,Thursday,39,5,30,1,98,none
4107,3/31/2017,Friday,37,52,50,46,56,promotion
4108,4/1/2017,Saturday,5,27,114,26,22,none
4109,4/2/2017,Sunday,12,45,20,46,59,none
4110,4/3/2017,Monday,40,12,47,62,34,none
4111,4/4/2017,Tuesday,30,6,83,54,56,promotion
4112,4/5/2017,Wednesday,44,53,40,36,59,promotion
4113,4/6/2017,Thursday,46,39,75,12,89,promotion
4114,4/7/2017,Friday,12,44,94,15,35,none
4115,4/8/2017,Saturday,43,31,73,36,9,none
4116,4/9/2017,Sunday,33,25,41,25,63,none
4117,4/10/2017,Monday,2,12,89,37,9,none
4118,4/11/2017,Tuesday,45,46,99,24,39,promotion
4119,4/12/2017,Wednesday,48,18,111,19,97,promotion
4120,4/13/2017,Thursday,35,38,60,22,78,promotion
4121,4/14/2017,Friday,43,6,86,14,36,none
4122,4/15/2017,Saturday,43,56,111,66,31,promotion
4123,4/16/2017,Sunday,45,27,6,45,74,none
4124,4/17/2017,Monday,11,26,69,14,21,none
4125,4/18/2017,Tuesday,43,14,37,47,81,promotion
4126,4/19/2017,Wednesday,41,21,40,65,16,none
4127,4/20/2017,Thursday,47,5,119,19,89,promotion
4128,4/21/2017,Friday,40,16,86,59,52,promotion
4129,4/22/2017,Saturday,16,58,37,41,94,promotion
4130,4/23/2017,Sunday,46,36,47,59,81,promotion
4131,4/24/2017,Monday,27,59,77,8,11,none
4132,4/25/2017,Tuesday,42,41,78,39,69,promotion
4133,4/26/2017,Wednesday,41,3,68,11,21,none
4134,4/27/2017,Thursday,45,8,46,56,89,promotion
4135,4/28/2017,Friday,49,11,41,52,88,promotion
4136,4/29/2017,Saturday,17,28,36,44,46,none
4137,4/30/2017,Sunday,44,14,106,27,30,promotion
4138,5/1/2017,Monday,29,13,104,72,44,promotion
4139,5/2/2017,Tuesday,1,36,57,31,52,none
4140,5/3/2017,Wednesday,45,12,115,47,22,promotion
4141,5/4/2017,Thursday,3,1,31,56,75,none
4142,5/5/2017,Friday,23,37,43,42,3,none
4143,5/6/2017,Saturday,25,31,82,25,70,promotion
4144,5/7/2017,Sunday,45,7,92,35,73,promotion
4145,5/8/2017,Monday,20,32,68,60,23,promotion
4146,5/9/2017,Tuesday,31,49,27,43,99,promotion
4147,5/10/2017,Wednesday,14,43,12,8,46,none
4148,5/11/2017,Thursday,8,55,43,25,97,promotion
4149,5/12/2017,Friday,20,53,76,16,44,promotion
4150,5/13/2017,Saturday,36,40,20,62,68,promotion
4151,5/14/2017,Sunday,30,2,116,44,31,promotion
4152,5/15/2017,Monday,21,18,86,40,43,promotion
4153,5/16/2017,Tuesday,9,42,4,19,45,none
4154,5/17/2017,Wednesday,11,35,101,64,34,promotion
4155,5/18/2017,Thursday,42,2,53,46,48,none
4156,5/19/2017,Friday,35,39,22,37,50,none
4157,5/20/2017,Saturday,47,17,106,61,34,promotion
4158,5/21/2017,Sunday,12,13,114,39,41,promotion
4159,5/22/2017,Monday,9,1,109,32,10,none
4160,5/23/2017,Tuesday,22,53,104,21,2,promotion
4161,5/24/2017,Wednesday,5,23,91,15,48,none
4162,5/25/2017,Thursday,48,33,110,40,21,promotion
4163,5/26/2017,Friday,8,17,94,70,7,none
4164,5/27/2017,Saturday,22,28,82,23,76,promotion
4165,5/28/2017,Sunday,23,54,14,13,36,none
4166,5/29/2017,Monday,7,35,63,66,37,promotion
4167,5/30/2017,Tuesday,20,25,66,39,2,none
4168,5/31/2017,Wednesday,44,35,119,24,44,promotion
4169,6/1/2017,Thursday,7,3,22,19,70,none
4170,6/2/2017,Friday,33,31,76,28,63,promotion
4171,6/3/2017,Saturday,38,31,85,49,84,promotion
4172,6/4/2017,Sunday,23,6,74,53,92,promotion
4173,6/5/2017,Monday,42,49,12,53,3,none
4174,6/6/2017,Tuesday,22,25,8,30,26,none
4175,6/7/2017,Wednesday,12,7,29,24,66,none
4176,6/8/2017,Thursday,44,14,16,69,66,promotion
4177,6/9/2017,Friday,4,18,102,21,14,none
4178,6/10/2017,Saturday,33,38,92,48,77,promotion
4179,6/11/2017,Sunday,30,19,22,63,56,none
4180,6/12/2017,Monday,22,20,26,6,12,none
4181,6/13/2017,Tuesday,18,3,89,48,20,none
4182,6/14/2017,Wednesday,6,57,103,3,84,promotion
4183,6/15/2017,Thursday,48,24,74,20,1,none
4184,6/16/2017,Friday,28,18,74,30,50,none
4185,6/17/2017,Saturday,2,33,34,18,44,none
4186,6/18/2017,Sunday,34,34,77,50,17,promotion
4187,6/19/2017,Monday,41,44,2,58,34,none
4188,6/20/2017,Tuesday,44,52,93,63,84,promotion
4189,6/21/2017,Wednesday,40,19,104,11,26,none
4190,6/22/2017,Thursday,44,43,110,20,68,promotion
4191,6/23/2017,Friday,38,34,37,63,67,promotion
4192,6/24/2017,Saturday,31,9,93,29,7,none
4193,6/25/2017,Sunday,19,42,36,39,52,none
4194,6/26/2017,Monday,16,13,44,17,74,none
4195,6/27/2017,Tuesday,46,46,68,41,1,promotion
4196,6/28/2017,Wednesday,41,2,29,3,80,none
4197,6/29/2017,Thursday,30,30,10,13,71,none
4198,6/30/2017,Friday,5,58,36,67,31,none
4199,7/1/2017,Saturday,49,47,7,17,20,none
4200,7/2/2017,Sunday,43,13,16,40,19,none
4201,7/3/2017,Monday,21,1,119,10,66,promotion
4202,7/4/2017,Tuesday,17,34,88,26,86,promotion
4203,7/5/2017,Wednesday,22,27,82,49,31,promotion
4204,7/6/2017,Thursday,3,44,103,51,35,promotion
4205,7/7/2017,Friday,21,40,90,47,18,promotion
4206,7/8/2017,Saturday,46,57,7,10,1,none
4207,7/9/2017,Sunday,25,31,82,63,86,promotion
4208,7/10/2017,Monday,44,24,104,8,30,promotion
4209,7/11/2017,Tuesday,21,41,86,14,51,promotion
4210,7/12/2017,Wednesday,46,23,76,27,1,none
4211,7/13/2017,Thursday,16,13,26,67,30,none
4212,7/14/2017,Friday,34,3,41,11,1,none
4213,7/15/2017,Saturday,25,26,8,56,62,none
4214,7/16/2017,Sunday,25,59,109,2,79,promotion
4215,7/17/2017,Monday,41,17,28,72,53,promotion
4216,7/18/2017,Tuesday,28,34,110,50,87,promotion
4217,7/19/2017,Wednesday,4,21,11,14,21,none
4218,7/20/2017,Thursday,20,52,42,44,49,promotion
4219,7/21/2017,Friday,13,52,77,51,30,promotion
4220,7/22/2017,Saturday,45,15,64,36,15,none
4221,7/23/2017,Sunday,11,6,91,56,51,promotion
4222,7/24/2017,Monday,10,32,75,53,85,promotion
4223,7/25/2017,Tuesday,29,48,101,27,24,promotion
4224,7/26/2017,Wednesday,47,17,38,16,36,none
4225,7/27/2017,Thursday,32,1,97,42,77,promotion
4226,7/28/2017,Friday,24,48,6,50,44,none
4227,7/29/2017,Saturday,14,59,58,26,54,promotion
4228,7/30/2017,Sunday,6,47,58,10,30,none
4229,7/31/2017,Monday,46,23,74,44,3,none
4230,8/1/2017,Tuesday,41,19,91,66,50,promotion
4231,8/2/2017,Wednesday,8,36,44,42,71,promotion
4232,8/3/2017,Thursday,42,29,39,18,57,none
4233,8/4/2017,Friday,47,12,89,37,50,promotion
4234,8/5/2017,Saturday,17,39,5,32,62,none
4235,8/6/2017,Sunday,40,10,75,9,46,none
4236,8/7/2017,Monday,36,2,95,48,52,promotion
4237,8/8/2017,Tuesday,43,16,90,62,31,promotion
4238,8/9/2017,Wednesday,29,36,54,52,52,promotion
4239,8/10/2017,Thursday,18,21,48,70,39,none
4240,8/11/2017,Friday,38,27,33,66,5,none
4241,8/12/2017,Saturday,2,45,28,9,34,none
4242,8/13/2017,Sunday,18,13,90,3,29,none
4243,8/14/2017,Monday,31,48,28,20,63,none
4244,8/15/2017,Tuesday,35,42,3,57,89,promotion
4245,8/16/2017,Wednesday,4,43,63,22,42,none
4246,8/17/2017,Thursday,34,16,62,48,56,promotion
4247,8/18/2017,Friday,44,53,15,49,68,promotion
4248,8/19/2017,Saturday,26,6,108,74,18,promotion
4249,8/20/2017,Sunday,2,22,66,71,46,promotion
4250,8/21/2017,Monday,35,29,2,33,6,none
4251,8/22/2017,Tuesday,40,39,9,66,98,promotion
4252,8/23/2017,Wednesday,41,8,104,44,75,promotion
4253,8/24/2017,Thursday,19,20,57,52,1,none
4254,8/25/2017,Friday,42,7,55,29,34,none
4255,8/26/2017,Saturday,22,13,28,71,83,promotion
4256,8/27/2017,Sunday,48,10,61,65,67,promotion
4257,8/28/2017,Monday,29,27,58,58,4,none
4258,8/29/2017,Tuesday,2,21,9,54,20,none
4259,8/30/2017,Wednesday,42,39,22,21,92,promotion
4260,8/31/2017,Thursday,39,37,2,62,19,none
4261,9/1/2017,Friday,13,55,62,66,41,promotion
4262,9/2/2017,Saturday,16,32,5,58,92,promotion
4263,9/3/2017,Sunday,29,42,18,19,59,none
4264,9/4/2017,Monday,26,21,4,34,5,none
4265,9/5/2017,Tuesday,23,17,31,67,13,none
4266,9/6/2017,Wednesday,28,33,45,2,18,none
4267,9/7/2017,Thursday,14,28,51,5,22,none
4268,9/8/2017,Friday,34,13,88,36,52,promotion
4269,9/9/2017,Saturday,15,32,81,4,95,promotion
4270,9/10/2017,Sunday,9,48,90,12,11,none
4271,9/11/2017,Monday,5,52,92,54,58,promotion
4272,9/12/2017,Tuesday,47,39,16,42,42,none
4273,9/13/2017,Wednesday,22,37,25,31,61,none
4274,9/14/2017,Thursday,46,50,2,15,21,none
4275,9/15/2017,Friday,29,24,116,15,86,promotion
4276,9/16/2017,Saturday,23,19,53,49,73,promotion
4277,9/17/2017,Sunday,15,27,11,8,51,none
4278,9/18/2017,Monday,1,52,74,55,18,none
4279,9/19/2017,Tuesday,38,49,46,67,6,promotion
4280,9/20/2017,Wednesday,10,14,74,13,15,none
4281,9/21/2017,Thursday,34,54,2,55,37,none
4282,9/22/2017,Friday,41,31,75,45,82,promotion
4283,9/23/2017,Saturday,41,56,42,47,24,promotion
4284,9/24/2017,Sunday,8,53,107,69,56,promotion
4285,9/25/2017,Monday,27,16,30,28,23,none
4286,9/26/2017,Tuesday,30,3,83,32,94,promotion
4287,9/27/2017,Wednesday,18,12,77,45,18,none
4288,9/28/2017,Thursday,11,5,65,1,84,none
4289,9/29/2017,Friday,44,8,60,11,8,none
4290,9/30/2017,Saturday,34,18,94,74,2,promotion
4291,10/1/2017,Sunday,2,20,67,23,48,none
4292,10/2/2017,Monday,39,1,70,58,87,promotion
4293,10/3/2017,Tuesday,20,29,17,7,10,none
4294,10/4/2017,Wednesday,30,37,15,53,9,none
4295,10/5/2017,Thursday,7,56,11,37,84,none
4296,10/6/2017,Friday,6,40,5,72,64,none
4297,10/7/2017,Saturday,5,47,63,44,26,none
4298,10/8/2017,Sunday,3,59,7,3,52,none
4299,10/9/2017,Monday,41,16,109,6,86,promotion
4300,10/10/2017,Tuesday,41,35,24,41,27,none
4301,10/11/2017,Wednesday,17,7,86,50,12,none
4302,10/12/2017,Thursday,8,46,5,12,15,none
4303,10/13/2017,Friday,41,36,56,64,30,promotion
4304,10/14/2017,Saturday,25,54,105,11,51,promotion
4305,10/15/2017,Sunday,24,9,2,11,45,none
4306,10/16/2017,Monday,23,14,80,41,83,promotion
4307,10/17/2017,Tuesday,42,16,78,36,95,promotion
4308,10/18/2017,Wednesday,7,16,44,13,98,none
4309,10/19/2017,Thursday,15,51,115,42,21,promotion
4310,10/20/2017,Friday,40,45,42,56,35,promotion
4311,10/21/2017,Saturday,25,28,49,36,35,none
4312,10/22/2017,Sunday,32,20,95,17,31,none
4313,10/23/2017,Monday,21,1,105,1,48,none
4314,10/24/2017,Tuesday,19,11,100,29,62,promotion
4315,10/25/2017,Wednesday,36,11,78,49,86,promotion
4316,10/26/2017,Thursday,33,54,92,24,6,promotion
4317,10/27/2017,Friday,21,47,40,39,72,promotion
4318,10/28/2017,Saturday,25,33,77,35,65,promotion
4319,10/29/2017,Sunday,33,5,42,2,98,none
4320,10/30/2017,Monday,28,4,7,59,45,none
4321,10/31/2017,Tuesday,45,41,41,57,9,none
4322,11/1/2017,Wednesday,37,10,18,47,69,none
4323,11/2/2017,Thursday,19,56,38,4,42,none
4324,11/3/2017,Friday,23,1,3,41,22,none
4325,11/4/2017,Saturday,35,36,61,13,19,none
4326,11/5/2017,Sunday,32,29,107,22,98,promotion
4327,11/6/2017,Monday,19,31,68,65,36,promotion
4328,11/7/2017,Tuesday,15,58,45,60,24,promotion
4329,11/8/2017,Wednesday,8,18,43,20,96,none
4330,11/9/2017,Thursday,12,6,77,46,86,promotion
4331,11/10/2017,Friday,11,34,89,1,43,none
4332,11/11/2017,Saturday,39,55,111,19,46,promotion
4333,11/12/2017,Sunday,42,44,78,64,81,promotion
4334,11/13/2017,Monday,23,46,4,56,61,none
4335,11/14/2017,Tuesday,1,6,42,26,89,none
4336,11/15/2017,Wednesday,35,25,83,50,95,promotion
4337,11/16/2017,Thursday,18,48,117,6,56,promotion
4338,11/17/2017,Friday,43,22,86,9,77,promotion
4339,11/18/2017,Saturday,7,14,104,67,51,promotion
4340,11/19/2017,Sunday,4,24,102,72,69,promotion
4341,11/20/2017,Monday,41,35,60,59,26,promotion
4342,11/21/2017,Tuesday,28,30,92,34,24,promotion
4343,11/22/2017,Wednesday,13,12,14,23,14,none
4344,11/23/2017,Thursday,40,12,24,10,5,none
4345,11/24/2017,Friday,22,22,117,55,92,promotion
4346,11/25/2017,Saturday,26,28,79,70,49,promotion
4347,11/26/2017,Sunday,1,59,82,72,55,promotion
4348,11/27/2017,Monday,44,46,89,10,48,promotion
4349,11/28/2017,Tuesday,35,44,99,2,43,promotion
